trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
109,False,"{'a': 0.99, 'e': 0.334376856889913}",20,2,4.134117694702875,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
110,False,"{'a': 0.99, 'e': 0.33103308832101386}",20,7,1.8710297286294943,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
111,False,"{'a': 0.99, 'e': 0.3277227574378037}",25,7,-40.25328451384351,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
112,False,"{'a': 0.99, 'e': 0.3244455298634257}",20,2,-4.289787509676636,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
113,False,"{'a': 0.99, 'e': 0.3212010745647914}",30,0,-134.52545891759218,"{0: 22, 1: 2, 2: 3, 3: 0, 4: 3}",0
114,False,"{'a': 0.99, 'e': 0.3179890638191435}",25,8,-68.94800868387155,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 2}",1
115,False,"{'a': 0.99, 'e': 0.31480917318095203}",30,5,-41.909732057797186,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",1
116,False,"{'a': 0.99, 'e': 0.3116610814491425}",20,0,8.938324480066578,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
117,False,"{'a': 0.99, 'e': 0.30854447063465107}",20,0,21.21261123760921,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
118,False,"{'a': 0.99, 'e': 0.3054590259283046}",25,4,-87.50429762918205,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 2}",1
119,False,"{'a': 0.99, 'e': 0.30240443566902153}",20,7,-4.198932594557931,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
120,False,"{'a': 0.99, 'e': 0.2993803913123313}",25,5,-26.381612365076002,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
121,False,"{'a': 0.99, 'e': 0.296386587399208}",20,7,21.986084595642932,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
122,False,"{'a': 0.99, 'e': 0.2934227215252159}",25,11,3.7668571974739145,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
123,False,"{'a': 0.99, 'e': 0.29048849430996376}",30,12,24.419649840320556,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
124,False,"{'a': 0.99, 'e': 0.2875836093668641}",20,10,2.025215674079746,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
125,False,"{'a': 0.99, 'e': 0.28470777327319546}",25,14,15.1901003174126,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
126,False,"{'a': 0.99, 'e': 0.2818606955404635}",20,0,16.057534177302344,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
127,False,"{'a': 0.99, 'e': 0.27904208858505886}",30,18,-0.5257660300831235,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
128,False,"{'a': 0.99, 'e': 0.2762516676992083}",35,7,27.615420071051,"{0: 27, 1: 0, 2: 1, 3: 0, 4: 0}",1
129,False,"{'a': 0.99, 'e': 0.2734891510222162}",30,10,23.873981071801744,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
130,False,"{'a': 0.99, 'e': 0.27075425951199406}",25,0,-18.636157107533567,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
131,False,"{'a': 0.99, 'e': 0.2680467169168741}",30,21,6.1748811672248545,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
132,False,"{'a': 0.99, 'e': 0.26536624974770534}",25,16,15.345707228652682,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.99, 'e': 0.2627125872502283}",25,10,27.409711015120255,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.99, 'e': 0.26008546137772603}",20,2,16.299627893821807,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
135,False,"{'a': 0.99, 'e': 0.25748460676394874}",25,11,14.015307687448114,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
136,False,"{'a': 0.99, 'e': 0.2549097606963093}",20,0,-26.291823175137118,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
137,False,"{'a': 0.99, 'e': 0.2523606630893462}",20,8,0.09070904115461764,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
138,False,"{'a': 0.99, 'e': 0.2498370564584527}",30,14,4.641418140187443,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
139,False,"{'a': 0.99, 'e': 0.24733868589386818}",20,12,-8.487489001823194,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
140,False,"{'a': 0.99, 'e': 0.24486529903492948}",25,18,-10.0733024451454,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
